gid,id,length,dir,municipio,distrito,bairro,nomesigla,tipo,nometit,nomeprep,name,start_left,end_left,start_righ,end_right,parity,left_zip,right_zip,cep_e,cep_d,extensao_m,nome_caps,onibus_msp,dist_cen_m,dist_cen_d,cdlog_cem,grau,grau_in,grau_out,coef_aglom
386,215179,84.5900000000,0,SAO PAULO,SE,CENTRO,,AV,SEN,,QUEIROS,0,0,288,372,0,1026,1026,01026001,01026000,84,AV SEN QUEIROS,1,1236.53000000,1236.53000000,SEE00512,6,6,6,0.40
387,215180,85.3300000000,0,SAO PAULO,SE,CENTRO,,R,,,FLORENCIO DE ABREU,533,621,532,622,0,1029,1030,01029001,01030001,85,R FLORENCIO DE ABREU,1,1244.68000000,1244.68000000,SEE00518,5,5,5,0.40
388,215181,15.6600000000,0,SAO PAULO,SE,CENTRO,,R,,,VINTE E CINCO DE MARCO,1161,1173,1160,1172,0,1021,1021,01021200,01021100,15,R VINTE E CINCO DE MARCO,0,1220.85000000,1220.85000000,SEE00503,6,6,6,0.40
389,215182,152.960000000,0,SAO PAULO,SE,CENTRO,,R,,,VINTE E CINCO DE MARCO,1175,1327,1174,1328,0,1021,1021,01021200,01021100,152,R VINTE E CINCO DE MARCO,0,1236.53000000,1236.53000000,SEE00513,5,5,5,0.40
390,215183,63.9300000000,0,SAO PAULO,SE,CENTRO,,BC,,DA,FABRICA,1,59,2,60,0,1030,1030,01030020,01030020,63,BC DA FABRICA,0,1329.47000000,1329.47000000,SEE00527,2,2,2,1.00
391,215184,106.780000000,0,SAO PAULO,SE,CENTRO,,R,,,PAULA SOUSA,479,579,478,580,0,1027,1027,01027001,01027000,106,R PAULA SOUSA,1,1389.58000000,1389.58000000,SEE00536,5,5,5,0.40
392,215185,142.590000000,0,SAO PAULO,SE,CENTRO,,AV,SEN,,QUEIROS,147,281,0,0,0,1026,1026,01026001,01026001,142,AV SEN QUEIROS,1,1217.08000000,1217.08000000,SEE00500,6,6,6,0.40
393,215186,141.840000000,0,SAO PAULO,SE,CENTRO,,AV,SEN,,QUEIROS,0,0,152,286,0,1026,1026,01026001,01026000,141,AV SEN QUEIROS,1,1232.96000000,1232.96000000,SEE00510,6,6,6,0.40
394,215187,137.090000000,0,SAO PAULO,SE,CENTRO,,R,,,PAULA SOUSA,337,477,338,476,0,1027,1027,01027001,01027000,137,R PAULA SOUSA,1,1382.16000000,1382.16000000,SEE00530,5,5,5,0.40
395,215188,120.120000000,0,SAO PAULO,SE,CENTRO,,R,,,MAUA,631,751,632,752,0,1028,1028,01028000,01028000,120,R MAUA,1,1586.88000000,1586.88000000,SEE00548,4,4,4,0.33
396,215189,96.8200000000,0,SAO PAULO,SE,CENTRO,,VE,,DOS,INGLESES,1,107,2,108,0,1028,1028,01028010,01028010,96,VE DOS INGLESES,0,1526.93000000,1526.93000000,SEE00543,2,2,2,1.00
397,215190,205.690000000,0,SAO PAULO,SE,CENTRO,,R,,,MAUA,753,957,754,958,0,1028,1028,01028000,01028000,205,R MAUA,1,1568.52000000,1568.52000000,SEE00544,4,4,4,0.33
398,215191,52.0600000000,0,SAO PAULO,SE,CENTRO,,R,BR,DE,DUPRAT,501,549,500,550,0,1023,1023,01023001,01023000,52,R BR DE DUPRAT,0,1233.91000000,1233.91000000,SEE00511,5,5,5,0.40
399,215192,13.3000000000,0,SAO PAULO,SE,CENTRO,,R,BR,DE,DUPRAT,551,565,552,564,0,1023,1023,01023001,01023000,13,R BR DE DUPRAT,0,1284.50000000,1284.50000000,SEE00520,4,4,4,0.50
400,215193,180.570000000,0,SAO PAULO,SE,CENTRO,,R,,,ILHA DAS FLORES,1,187,2,188,0,1023,1023,01023020,01023020,180,R ILHA DAS FLORES,0,1284.50000000,1284.50000000,SEE00521,4,4,4,0.50
401,215194,19.2800000000,0,SAO PAULO,SE,CENTRO,,R,BR,DE,DUPRAT,567,579,566,580,0,1023,1023,01023001,01023000,19,R BR DE DUPRAT,0,1297.56000000,1297.56000000,SEE00522,4,4,4,0.50
402,215195,168.370000000,0,SAO PAULO,SE,CENTRO,,R,,,MIGUEL CARLOS,1,173,2,174,0,1023,1023,01023010,01023010,168,R MIGUEL CARLOS,0,1297.56000000,1297.56000000,SEE00523,4,4,4,0.33
403,215196,66.7600000000,0,SAO PAULO,SE,CENTRO,,R,BR,DE,DUPRAT,581,651,582,650,0,1023,1023,01023001,01023000,66,R BR DE DUPRAT,0,1316.41000000,1316.41000000,SEE00525,5,5,5,0.40
404,215197,100.720000000,0,SAO PAULO,SE,CENTRO,,R,,,PAULA SOUSA,239,335,238,336,0,1027,1027,01027001,01027000,100,R PAULA SOUSA,1,1381.37000000,1381.37000000,SEE00529,5,5,5,0.40
405,215198,80.4400000000,0,SAO PAULO,SE,CENTRO,,R,,DA,CANTAREIRA,561,639,562,638,0,1024,1024,01024100,01024000,80,R DA CANTAREIRA,1,1308.51000000,1308.51000000,SEE00524,5,5,5,0.40
406,215199,188.660000000,0,SAO PAULO,SE,CENTRO,,R,,,PLINIO RAMOS,1,185,2,184,0,1027,1027,01027010,01027010,188,R PLINIO RAMOS,1,1382.33000000,1382.33000000,SEE00532,4,4,4,0.33
407,215200,93.5700000000,0,SAO PAULO,SE,CENTRO,,R,,,PAULA SOUSA,139,237,140,236,0,1027,1027,01027001,01027000,93,R PAULA SOUSA,1,1382.33000000,1382.33000000,SEE00533,5,5,5,0.40
408,215271,1925.92000000,0,SAO PAULO,CAMBUCI,,,EX,,,AVENIDA DO ESTADO,0,0,0,0,0,0,0,,,1925,EX AVENIDA DO ESTADO,0,902.680000000,756.540000000,CMB00215,4,4,4,0.17
409,215280,2441.46000000,0,SAO PAULO,CAMBUCI,,,EL,,,SEM NOME,0,0,0,0,0,0,0,,,2441,EL SEM NOME,1,858.760000000,764.380000000,CMB00217,3,3,3,0.00
410,216342,135.830000000,0,SAO PAULO,CONSOLACAO,CONSOLACAO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,135,AC SEM NOME,0,1351.35000000,656.170000000,CON00132,4,4,4,0.33
411,216343,381.310000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AVANHANDAVA,1,353,2,354,0,1306,1306,01306001,01306000,381,R AVANHANDAVA,0,1139.62000000,757.440000000,REP00402,5,5,5,0.10
412,216344,363.210000000,0,SAO PAULO,BELA VISTA,,,EX,,,LESTE OESTE,0,0,0,0,0,0,0,,,363,EX LESTE OESTE,1,1245.76000000,1006.74000000,BVI00380,6,6,6,0.07
413,216345,52.2300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AUGUSTA,15,67,16,66,0,1305,1304,01305000,01304000,52,R AUGUSTA,1,1259.07000000,834.250000000,REP00458,4,4,4,0.17
414,216346,464.150000000,0,SAO PAULO,REPUBLICA,CENTRO,,EX,,,LESTE OESTE,0,0,0,0,0,0,0,,,464,EX LESTE OESTE,0,1207.55000000,817.030000000,REP00452,10,10,10,0.04
415,216347,141.350000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,MARTINHO PRADO,1,105,2,104,0,1306,1306,01306040,01306040,141,R MARTINHO PRADO,1,1190.65000000,883.790000000,REP00481,7,7,7,0.14
416,216348,88.1000000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,MARTINHO PRADO,37,119,36,120,0,1306,1306,01306040,01306040,88,R MARTINHO PRADO,1,1220.26000000,824.590000000,REP00453,4,4,4,0.50
417,216350,170.820000000,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,170,AC SEM NOME,0,1259.07000000,748.650000000,REP00396,5,5,5,0.30
418,216351,115.270000000,0,SAO PAULO,REPUBLICA,CENTRO,,EX,,,LESTE OESTE,0,0,0,0,0,0,0,,,115,EX LESTE OESTE,0,1297.87000000,748.650000000,REP00397,4,4,4,0.50
419,216352,71.6800000000,0,SAO PAULO,REPUBLICA,CENTRO,,,,,SEM NOME,0,0,0,0,0,0,0,,,71,SEM NOME,1,1351.35000000,736.060000000,REP00388,4,4,4,0.33
420,216386,20.1200000000,0,SAO PAULO,CONSOLACAO,VILA BUARQUE,,R,MJ,,SERTORIO,375,399,376,398,0,1222,1222,01222001,01222000,20,R MJ SERTORIO,1,1512.64000000,763.530000000,CON00175,3,3,3,1.00
421,216388,66.7800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AMARAL GURGEL,549,625,550,626,0,1221,1221,01221001,01221000,66,R AMARAL GURGEL,1,1489.54000000,633.950000000,REP00331,5,5,5,0.40
422,216389,79.5300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AMARAL GURGEL,333,411,332,412,0,1221,1221,01221001,01221000,79,R AMARAL GURGEL,1,1512.64000000,612.650000000,REP00311,6,6,6,0.40
423,216390,18.6000000000,0,SAO PAULO,CONSOLACAO,VILA BUARQUE,,R,GAL,,JARDIM,321,345,322,346,0,1223,1223,01223011,01223010,18,R GAL JARDIM,0,1542.31000000,818.670000000,CON00193,3,3,3,1.00
424,216392,99.1800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AMARAL GURGEL,237,331,236,330,0,1221,1221,01221001,01221000,99,R AMARAL GURGEL,1,1542.31000000,598.390000000,REP00296,6,6,6,0.40
425,216393,94.7300000000,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,94,AC SEM NOME,0,1354.22000000,699.150000000,REP00374,5,5,5,0.40
426,216394,107.110000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,579,675,0,0,0,1301,1302,01301000,01302000,107,R DA CONSOLACAO,1,1352.55000000,644.890000000,REP00335,8,8,8,0.14
427,216395,29.3600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,578,608,0,1302,1302,01302000,01302000,29,R DA CONSOLACAO,1,1380.06000000,656.670000000,REP00337,5,5,5,0.40
428,216396,34.3900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,548,576,0,1302,1302,01302000,01302000,34,R DA CONSOLACAO,1,1350.92000000,624.490000000,REP00321,5,5,5,0.50
429,216397,24.1600000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,24,R SEM NOME,1,1350.92000000,624.490000000,REP00322,6,6,6,0.40
430,216398,118.650000000,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,118,AC SEM NOME,0,1271.65000000,580.470000000,REP00288,7,7,7,0.43
431,216399,83.4300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,495,577,0,0,0,1301,1302,01301000,01302000,83,R DA CONSOLACAO,1,1271.65000000,585.660000000,REP00293,6,6,6,0.53
432,216400,42.6700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,504,546,0,1302,1302,01302000,01302000,42,R DA CONSOLACAO,1,1310.88000000,589.510000000,REP00294,5,5,5,0.40
433,216401,129.530000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,REGO FREITAS,1,143,2,142,0,1220,1220,01220010,01220010,129,R REGO FREITAS,1,1350.92000000,551.350000000,REP00251,5,5,5,0.40
434,216402,69.9300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,EPITACIO PESSOA,111,177,110,178,0,1220,1220,01220030,01220030,69,R EPITACIO PESSOA,0,1319.20000000,499.420000000,REP00211,4,4,4,0.33
435,216403,17.9800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,472,502,0,1302,1302,01302000,01302000,17,R DA CONSOLACAO,1,1293.21000000,577.240000000,REP00287,4,4,4,0.33
436,216404,25.0400000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,473,493,0,0,0,1301,1302,01301000,01302000,25,R DA CONSOLACAO,1,1246.65000000,573.210000000,REP00280,6,6,6,0.47
437,216405,23.3700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,466,470,0,1302,1302,01302000,01302000,23,R DA CONSOLACAO,1,1269.87000000,564.640000000,REP00269,4,4,4,0.33
438,216406,47.8900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,419,471,0,0,0,1301,1302,01301000,01302000,47,R DA CONSOLACAO,1,1198.82000000,551.900000000,REP00255,4,4,4,0.50
439,216407,49.4800000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,49,R SEM NOME,1,1227.34000000,545.340000000,REP00246,6,6,6,0.47
440,216408,42.5900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,430,464,0,1302,1302,01302000,01302000,42,R DA CONSOLACAO,0,1227.34000000,545.340000000,REP00247,4,4,4,0.33
441,216409,23.1700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,394,428,0,1302,1302,01302000,01302000,23,R DA CONSOLACAO,1,1204.20000000,535.310000000,REP00235,4,4,4,0.33
442,216410,115.520000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,TEODORO BAIMA,21,151,22,150,0,1220,1220,01220040,01220040,115,R TEODORO BAIMA,0,1310.88000000,499.420000000,REP00210,4,4,4,0.33
443,216411,40.0700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,EPITACIO PESSOA,71,109,70,108,0,1220,1220,01220030,01220030,40,R EPITACIO PESSOA,0,1279.85000000,471.130000000,REP00182,4,4,4,0.33
444,216412,100.970000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,0,0,2,136,0,0,1046,,01046010,100,AV IPIRANGA,1,1226.59000000,463.690000000,REP00175,4,4,4,0.33
445,216413,135.010000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,1,135,0,0,0,1046,0,01046010,,135,AV IPIRANGA,0,1234.90000000,442.500000000,REP00163,5,5,5,0.40
446,216414,45.5200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,EPITACIO PESSOA,9,69,8,68,0,1220,1220,01220030,01220030,45,R EPITACIO PESSOA,0,1234.90000000,442.500000000,REP00164,5,5,5,0.40
447,216415,113.390000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,MJ,,SERTORIO,265,373,266,374,0,1222,1222,01222001,01222000,113,R MJ SERTORIO,1,1406.62000000,528.720000000,REP00232,6,6,6,0.40
448,216416,51.7300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,REGO FREITAS,145,189,144,190,0,1220,1220,01220010,01220010,51,R REGO FREITAS,1,1388.20000000,528.720000000,REP00231,5,5,5,0.40
449,216417,128.160000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,JULIO MESQUITA,1,127,2,128,0,1209,1209,01209010,01209010,128,PC JULIO MESQUITA,1,1326.17000000,274.360000000,REP00061,7,7,7,0.48
450,216418,82.9700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,VITORIA,111,187,112,188,0,1210,1210,01210001,01210000,82,R VITORIA,1,1446.52000000,393.820000000,REP00124,6,6,6,0.40
451,216419,85.0000000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,PEDRO AMERICO,1,81,2,82,0,1045,1045,01045010,01045010,84,R PEDRO AMERICO,1,1270.59000000,192.290000000,REP00028,5,5,5,0.40
452,216420,53.6200000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,909,951,910,952,0,1035,1036,01035100,01036100,53,AV SAO JOAO,1,1275.16000000,241.960000000,REP00050,6,6,6,0.47
453,216421,81.9200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AURORA,569,647,568,648,0,1209,1209,01209001,01209000,81,R AURORA,0,1320.30000000,274.360000000,REP00060,7,7,7,0.43
454,216422,80.8200000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,835,907,836,908,0,1035,1036,01035100,01036100,80,AV SAO JOAO,1,1200.01000000,213.780000000,REP00044,5,5,5,0.40
455,216423,119.300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,NEBIAS,47,159,48,158,0,1203,1203,01203001,01203000,119,R CNS NEBIAS,0,1200.91000000,234.380000000,REP00048,6,6,6,0.40
456,216424,125.990000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,NEBIAS,161,281,160,282,0,1203,1203,01203001,01203000,125,R CNS NEBIAS,0,1320.30000000,317.510000000,REP00081,6,6,6,0.40
457,216425,97.9500000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AURORA,473,567,474,566,0,1209,1209,01209001,01209000,97,R AURORA,0,1320.06000000,317.510000000,REP00080,6,6,6,0.40
458,216426,29.8300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,GAL,,OSORIO,1,29,2,30,0,1213,1213,01213001,01213001,29,R GAL OSORIO,0,1627.36000000,537.610000000,REP00237,6,6,6,0.47
459,216427,126.430000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,BR,DE,CAMPINAS,77,203,78,202,0,1201,1201,01201001,01201000,126,R BR DE CAMPINAS,0,1627.36000000,539.610000000,REP00242,6,6,6,0.40
460,216428,97.5300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,GAL,,OSORIO,31,93,32,92,0,1213,1213,01213001,01213000,97,R GAL OSORIO,0,1617.69000000,539.610000000,REP00241,6,6,6,0.40
461,216429,103.060000000,0,SAO PAULO,SANTA CECILIA,CAMPOS ELISEOS,,AV,DQ,DE,CAXIAS,289,383,0,0,0,1214,1214,01214100,01214100,103,AV DQ DE CAXIAS,1,1763.34000000,409.830000000,SCE00106,4,4,4,0.33
462,216430,102.900000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,DQ,DE,CAXIAS,0,0,356,450,0,1214,1214,01214100,01214000,102,AV DQ DE CAXIAS,1,1749.51000000,665.600000000,REP00345,6,6,6,0.40
463,216432,131.650000000,0,SAO PAULO,REPUBLICA,CENTRO,,AL,BR,DE,LIMEIRA,167,297,168,296,0,1202,1202,01202001,01202000,131,AL BR DE LIMEIRA,1,1617.69000000,552.040000000,REP00257,6,6,6,0.40
464,216433,13.8200000000,0,SAO PAULO,SANTA CECILIA,CAMPOS ELISEOS,,AL,BR,DE,LIMEIRA,299,311,298,310,0,1202,1202,01202001,01202000,13,AL BR DE LIMEIRA,1,1749.51000000,498.130000000,SCE00136,5,5,5,0.40
465,216434,92.4800000000,0,SAO PAULO,SANTA CECILIA,CAMPOS ELISEOS,,AV,DQ,DE,CAXIAS,385,471,0,0,0,1214,1214,01214100,01214100,92,AV DQ DE CAXIAS,1,1762.98000000,498.130000000,SCE00137,4,4,4,0.33
466,216435,91.0300000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,DQ,DE,CAXIAS,0,0,452,536,0,1214,1214,01214100,01214000,91,AV DQ DE CAXIAS,1,1749.32000000,680.690000000,REP00357,7,7,7,0.43
467,216436,83.5500000000,0,SAO PAULO,REPUBLICA,CENTRO,,AL,BR,DE,LIMEIRA,81,165,82,166,0,1202,1202,01202001,01202000,83,AL BR DE LIMEIRA,1,1534.10000000,470.890000000,REP00181,5,5,5,0.40
468,216437,85.9600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,GAL,,OSORIO,95,177,94,178,0,1213,1213,01213001,01213000,85,R GAL OSORIO,0,1613.83000000,552.040000000,REP00256,6,6,6,0.40
469,216438,136.350000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,NEBIAS,455,585,454,586,0,1203,1203,01203001,01203000,136,R CNS NEBIAS,1,1613.83000000,576.440000000,REP00285,7,7,7,0.43
470,216442,13.5200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,NEBIAS,587,599,588,598,0,1203,1203,01203001,01203000,13,R CNS NEBIAS,0,1750.44000000,706.110000000,REP00379,6,6,6,0.53
471,216443,33.0800000000,0,SAO PAULO,SANTA CECILIA,CAMPOS ELISEOS,,AV,DQ,DE,CAXIAS,473,501,0,0,0,1214,1214,01214100,01214100,33,AV DQ DE CAXIAS,1,1763.99000000,581.410000000,SCE00167,4,4,4,0.50
472,216444,36.3300000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,36,R SEM NOME,1,1750.44000000,706.110000000,REP00380,6,6,6,0.53
473,216445,99.3300000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,DQ,DE,CAXIAS,0,0,538,636,0,1214,1214,01214100,01214000,99,AV DQ DE CAXIAS,1,1750.44000000,706.110000000,REP00381,7,7,7,0.43
474,216446,65.8100000000,0,SAO PAULO,SANTA CECILIA,CAMPOS ELISEOS,,AV,DQ,DE,CAXIAS,503,571,0,0,0,1214,1214,01214100,01214100,65,AV DQ DE CAXIAS,1,1765.53000000,611.800000000,SCE00175,4,4,4,0.33
475,216447,14.2700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,GUAIANAZES,543,551,544,550,0,1204,1204,01204001,01204001,14,R DOS GUAIANAZES,1,1756.73000000,745.540000000,REP00390,5,5,5,0.40
476,216461,210.500000000,0,SAO PAULO,BELA VISTA,BELA VISTA,,R,,,JOAO PASSALACQUA,353,529,354,530,0,1326,1326,01326020,01326020,210,R JOAO PASSALACQUA,1,1211.02000000,726.480000000,BVI00265,2,2,2,0.00
477,216462,182.370000000,0,SAO PAULO,BELA VISTA,BELA VISTA,,R,,,SANTO ANTONIO,515,687,516,686,0,1314,1314,01314000,01314000,182,R SANTO ANTONIO,1,1190.65000000,876.950000000,BVI00326,4,4,4,0.50
478,216464,58.4500000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,ALVARO DE CARVALHO ARANHA,1,79,2,80,0,1314,1314,01314070,01314070,58,PC ALVARO DE CARVALHO ARANHA,1,1190.65000000,989.460000000,REP00524,4,4,4,0.50
479,216493,75.2200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,QUATORZE DE JULHO,107,189,106,188,0,1324,1324,01324040,01324040,75,R QUATORZE DE JULHO,0,1140.36000000,1192.41000000,REP00581,5,5,5,0.40
480,216498,362.580000000,0,SAO PAULO,BELA VISTA,,,EX,,,LESTE OESTE,0,0,0,0,0,0,0,,,362,EX LESTE OESTE,0,1015.19000000,711.520000000,BVI00257,5,5,5,0.30
481,216500,207.100000000,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,207,AC SEM NOME,0,1015.19000000,1222.30000000,REP00591,5,5,5,0.40
482,216501,115.870000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,QUATORZE DE JULHO,1,105,2,104,0,1324,1324,01324040,01324040,115,R QUATORZE DE JULHO,0,1033.12000000,1200.01000000,REP00585,5,5,5,0.50
483,216502,71.7900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,FRANCISCO FRIAS,1,51,2,52,0,1324,1324,01324030,01324030,71,R FRANCISCO FRIAS,0,1021.01000000,1167.59000000,REP00576,2,2,2,1.00
484,216503,73.5100000000,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,73,AC SEM NOME,0,1179.53000000,1152.92000000,REP00571,5,5,5,0.40
485,216504,143.830000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,QUATORZE DE JULHO,191,325,190,324,0,1324,1324,01324040,01324040,143,R QUATORZE DE JULHO,0,1179.53000000,1085.42000000,REP00554,4,4,4,0.67
486,216505,138.010000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,RAMALHO,129,251,130,252,0,1325,1325,01325001,01325000,138,R CNS RAMALHO,0,1147.20000000,1061.50000000,REP00544,6,6,6,0.47
487,216507,54.1100000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SAO DOMINGOS,273,319,272,320,0,1326,1326,01326000,01326000,54,R SAO DOMINGOS,0,1147.20000000,1061.50000000,REP00545,4,4,4,0.67
488,216508,63.6600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,RAMALHO,71,127,72,128,0,1325,1325,01325001,01325000,63,R CNS RAMALHO,0,1140.21000000,1002.81000000,REP00530,5,5,5,0.40
489,216509,63.0800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SAO DOMINGOS,217,271,218,270,0,1326,1326,01326000,01326000,63,R SAO DOMINGOS,0,1085.03000000,1040.09000000,REP00541,5,5,5,0.40
490,216510,52.3300000000,0,SAO PAULO,REPUBLICA,CENTRO,,TV,,,ANA MARIA GIFFONI,1,55,2,54,0,1326,1326,01326050,01326050,52,TV ANA MARIA GIFFONI,0,1085.03000000,1040.09000000,REP00542,2,2,2,1.00
491,216511,74.0200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,CACILDA,1,77,2,76,0,1324,1324,01324020,01324020,74,R CACILDA,0,1012.99000000,1140.22000000,REP00568,2,2,2,1.00
492,216512,105.420000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SAO DOMINGOS,105,215,104,216,0,1326,1326,01326000,01326000,105,R SAO DOMINGOS,0,981.080000000,1010.40000000,REP00534,5,5,5,0.40
493,216513,34.6500000000,0,SAO PAULO,REPUBLICA,CENTRO,,EX,,,LESTE OESTE,0,0,0,0,0,0,0,,,34,EX LESTE OESTE,0,1337.71000000,733.220000000,REP00387,4,4,4,0.33
494,216514,256.330000000,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,256,AC SEM NOME,0,1269.55000000,585.660000000,REP00292,7,7,7,0.38
495,216515,12.0900000000,0,SAO PAULO,REPUBLICA,CONSOLACAO,,R,,,AUGUSTA,1,13,2,14,0,1305,1304,01305000,01304000,12,R AUGUSTA,1,1247.93000000,824.590000000,REP00454,5,5,5,0.40
496,216516,46.0400000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,FRANKLIN ROOSEVELT,253,309,254,310,0,1303,1303,01303020,01303020,46,PC FRANKLIN ROOSEVELT,0,1247.93000000,796.540000000,REP00432,5,5,5,0.40
497,216517,92.0700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,MARTINS FONTES,317,397,316,398,0,1050,1050,01050000,01050000,92,R MARTINS FONTES,1,1161.44000000,757.440000000,REP00403,5,5,5,0.40
498,216518,251.500000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,FRANKLIN ROOSEVELT,1,251,2,252,0,1303,1303,01303020,01303020,251,PC FRANKLIN ROOSEVELT,0,1246.65000000,573.210000000,REP00281,4,4,4,0.50
499,216519,282.160000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,NESTOR PESTANA,1,275,2,274,0,1303,1303,01303010,01303010,282,R NESTOR PESTANA,0,1183.09000000,551.900000000,REP00254,4,4,4,0.50
500,216528,137.310000000,0,SAO PAULO,CONSOLACAO,CONSOLACAO,,R,,DA,CONSOLACAO,0,0,610,724,0,1302,1302,01302000,01302000,137,R DA CONSOLACAO,1,1405.76000000,578.710000000,CON00095,7,7,7,0.38
501,216530,8.40000000000,0,SAO PAULO,CONSOLACAO,CONSOLACAO,,R,,DA,CONSOLACAO,677,689,0,0,0,1301,1302,01301000,01302000,8,R DA CONSOLACAO,1,1443.55000000,647.790000000,CON00130,2,2,2,1.00
502,216531,230.850000000,0,SAO PAULO,CONSOLACAO,CONSOLACAO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,230,AC SEM NOME,1,1387.01000000,676.090000000,CON00137,5,5,5,0.40
