gid,id,length,dir,municipio,distrito,bairro,nomesigla,tipo,nometit,nomeprep,name,start_left,end_left,start_righ,end_right,parity,left_zip,right_zip,cep_e,cep_d,extensao_m,nome_caps,onibus_msp,dist_cen_m,dist_cen_d,cdlog_cem,grau,grau_in,grau_out,coef_aglom
629,216698,15.9900000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,15,R SEM NOME,1,1657.58000000,565.180000000,REP00271,5,5,5,0.40
630,216699,211.680000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,DQ,DE,CAXIAS,0,0,62,268,0,1214,1214,01214100,01214000,211,AV DQ DE CAXIAS,1,1657.58000000,565.180000000,REP00272,6,6,6,0.40
631,216700,209.270000000,0,SAO PAULO,SANTA CECILIA,REPUBLICA,,LG,,DO,AROUCHE,1,209,2,210,0,1219,1219,01219001,01219010,209,LG DO AROUCHE,1,1673.57000000,345.710000000,SCE00080,4,4,4,0.33
632,216701,99.6700000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,847,969,846,968,0,1219,1219,01219001,01219010,99,LG DO AROUCHE,1,1550.25000000,457.630000000,REP00169,4,4,4,0.33
633,216702,109.260000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,61,239,60,238,0,1219,1219,01219001,01219010,109,LG DO AROUCHE,1,1518.21000000,427.040000000,REP00152,6,6,6,0.40
634,216703,31.4500000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,815,845,816,844,0,1219,1219,01219001,01219010,31,LG DO AROUCHE,1,1526.18000000,431.170000000,REP00155,4,4,4,0.33
635,216704,115.920000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,703,813,702,814,0,1219,1219,01219001,01219010,115,LG DO AROUCHE,1,1550.25000000,457.630000000,REP00170,4,4,4,0.33
636,216705,15.8000000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,723,725,722,726,0,1035,1036,01035100,01036100,15,AV SAO JOAO,1,1100.90000000,213.270000000,REP00042,6,6,6,0.40
637,216706,33.8500000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,727,783,728,782,0,1035,1036,01035100,01036100,33,AV SAO JOAO,1,1115.58000000,207.810000000,REP00033,5,5,5,0.40
638,216707,137.320000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,DM,,JOSE DE BARROS,225,365,226,366,0,1038,1038,01038100,01038000,137,R DM JOSE DE BARROS,0,955.590000000,186.080000000,REP00027,6,6,6,0.40
639,216708,132.880000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,817,951,0,0,0,1039,0,01039000,,132,AV IPIRANGA,1,1115.58000000,213.270000000,REP00043,5,5,5,0.40
640,216709,127.170000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,0,0,826,960,0,0,1040,,01040000,127,AV IPIRANGA,1,1100.90000000,217.020000000,REP00047,5,5,5,0.40
641,216710,152.580000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,567,721,568,720,0,1035,1036,01035000,01036000,152,AV SAO JOAO,1,962.160000000,217.020000000,REP00046,6,6,6,0.40
642,216711,98.4200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,TIMBIRAS,111,183,112,182,0,1208,1208,01208010,01208010,98,R DOS TIMBIRAS,0,1200.91000000,234.380000000,REP00049,5,5,5,0.40
643,216712,122.090000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,GUAIANAZES,109,229,110,228,0,1204,1204,01204000,01204000,122,R DOS GUAIANAZES,0,1322.03000000,387.310000000,REP00119,6,6,6,0.40
644,216713,111.580000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,GUAIANAZES,1,107,2,108,0,1204,1204,01204000,01204000,111,R DOS GUAIANAZES,0,1210.22000000,324.750000000,REP00085,5,5,5,0.40
645,216714,92.1400000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AURORA,377,471,378,472,0,1209,1209,01209001,01209000,92,R AURORA,0,1322.03000000,387.310000000,REP00120,6,6,6,0.40
646,216715,44.9900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,TIMBIRAS,185,225,184,226,0,1208,1208,01208010,01208010,44,R DOS TIMBIRAS,0,1210.22000000,324.750000000,REP00086,4,4,4,0.33
647,216716,79.1000000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DO,BOTICARIO,161,241,162,240,0,1040,1040,01040010,01040010,79,R DO BOTICARIO,0,1139.18000000,346.160000000,REP00098,4,4,4,0.33
648,216717,47.9800000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,953,1009,0,0,0,1039,0,01039000,,47,AV IPIRANGA,1,1139.18000000,346.160000000,REP00099,5,5,5,0.40
649,216718,47.9200000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,0,0,962,1016,0,0,1040,,01040000,47,AV IPIRANGA,1,1123.49000000,344.300000000,REP00097,5,5,5,0.40
650,216719,78.8900000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,RIO BRANCO,187,259,0,0,0,1205,1206,01205000,01206000,78,AV RIO BRANCO,1,1150.46000000,394.120000000,REP00126,6,6,6,0.40
651,216720,78.0100000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,RIO BRANCO,0,0,186,258,0,1206,1206,01206000,01206000,78,AV RIO BRANCO,1,1154.57000000,416.210000000,REP00142,6,6,6,0.40
652,216721,50.3900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,TIMBIRAS,227,279,228,280,0,1208,1208,01208010,01208010,50,R DOS TIMBIRAS,0,1218.06000000,367.740000000,REP00104,5,5,5,0.40
653,216722,21.5200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AURORA,363,375,364,376,0,1209,1209,01209001,01209000,21,R AURORA,0,1331.20000000,462.910000000,REP00173,6,6,6,0.40
654,216723,102.630000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,RIO BRANCO,261,361,0,0,0,1205,1206,01205000,01206000,102,AV RIO BRANCO,1,1229.06000000,416.480000000,REP00144,6,6,6,0.40
655,216724,20.7700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,TIMBIRAS,281,297,282,296,0,1208,1208,01208010,01208010,20,R DOS TIMBIRAS,0,1229.06000000,416.480000000,REP00145,6,6,6,0.40
656,216725,101.720000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,RIO BRANCO,0,0,260,360,0,1206,1206,01206000,01206000,101,AV RIO BRANCO,1,1231.93000000,436.020000000,REP00159,6,6,6,0.40
657,216726,25.4600000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,521,565,520,566,0,1035,1036,01035000,01036000,25,AV SAO JOAO,1,939.320000000,299.030000000,REP00069,5,5,5,0.50
658,216727,25.6000000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,,PAISSANDU,1,25,0,0,0,1034,0,01034010,,25,LG PAISSANDU,0,962.160000000,299.030000000,REP00070,5,5,5,0.50
659,216728,28.9800000000,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,28,AC SEM NOME,1,939.320000000,316.510000000,REP00079,4,4,4,0.50
660,216729,83.8900000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,443,519,442,518,0,1035,1036,01035000,01036000,83,AV SAO JOAO,1,865.320000000,317.670000000,REP00082,5,5,5,0.40
661,216730,46.0200000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,,PAISSANDU,27,75,0,0,0,1034,0,01034010,,46,LG PAISSANDU,1,963.860000000,322.820000000,REP00083,4,4,4,0.33
662,216731,155.600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DO,BOTICARIO,1,159,2,160,0,1040,1040,01040010,01040010,155,R DO BOTICARIO,0,969.410000000,343.080000000,REP00096,4,4,4,0.33
663,216732,38.5900000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,,PAISSANDU,77,119,0,0,0,1034,0,01034010,,38,LG PAISSANDU,1,969.410000000,365.940000000,REP00103,5,5,5,0.40
664,216733,160.740000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,RIO BRANCO,1,171,0,0,0,1205,1206,01205000,01206000,160,AV RIO BRANCO,1,974.710000000,388.480000000,REP00121,6,6,6,0.40
665,216734,161.860000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,RIO BRANCO,0,0,2,172,0,1206,1206,01206000,01206000,161,AV RIO BRANCO,1,978.200000000,410.250000000,REP00138,6,6,6,0.40
666,216735,51.3200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,CRISPINIANO,345,399,346,400,0,1037,1037,01037001,01037000,51,R CNS CRISPINIANO,1,859.090000000,384.910000000,REP00116,5,5,5,0.40
667,216736,35.8600000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,,PAISSANDU,0,0,2,38,0,0,1034,,01034010,35,LG PAISSANDU,1,873.470000000,423.630000000,REP00151,4,4,4,0.33
668,216737,143.970000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DO,AROUCHE,101,243,102,242,0,1219,1219,01219000,01219000,143,R DO AROUCHE,1,1374.72000000,289.780000000,REP00067,6,6,6,0.40
669,216738,87.9300000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,DA,REPUBLICA,163,299,0,0,0,1045,0,01045001,,87,PC DA REPUBLICA,1,1283.51000000,207.500000000,REP00030,4,4,4,0.33
670,216739,91.6300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DO,AROUCHE,1,99,2,100,0,1219,1219,01219000,01219000,91,R DO AROUCHE,1,1283.51000000,207.500000000,REP00031,5,5,5,0.40
671,216740,117.730000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,DA,REPUBLICA,301,423,0,0,0,1045,0,01045001,,117,PC DA REPUBLICA,1,1272.80000000,174.310000000,REP00022,4,4,4,0.33
672,216741,122.880000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AURORA,805,923,804,924,0,1209,1209,01209001,01209000,122,R AURORA,0,1346.85000000,248.530000000,REP00052,6,6,6,0.40
673,216742,74.0900000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,VIEIRA DE CARVALHO,1,73,2,74,0,1210,1210,01210010,01210010,74,AV VIEIRA DE CARVALHO,1,1272.80000000,174.340000000,REP00024,5,5,5,0.40
674,216743,69.5100000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,105,177,104,176,0,1219,1219,01219001,01219010,69,LG DO AROUCHE,1,1497.96000000,399.680000000,REP00130,5,5,5,0.40
675,216744,48.8300000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,241,291,240,292,0,1219,1219,01219001,01219010,48,LG DO AROUCHE,1,1497.96000000,399.680000000,REP00131,4,4,4,0.33
676,216745,107.160000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,293,395,294,394,0,1219,1219,01219001,01219010,107,LG DO AROUCHE,0,1526.18000000,431.170000000,REP00156,4,4,4,0.33
677,216746,61.1000000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,1,59,2,58,0,1219,1219,01219001,01219010,61,LG DO AROUCHE,1,1482.33000000,384.200000000,REP00113,5,5,5,0.40
678,216747,83.3300000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,411,491,412,492,0,1219,1219,01219001,01219010,83,LG DO AROUCHE,1,1482.33000000,384.200000000,REP00114,5,5,5,0.40
679,216748,28.5200000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,675,701,674,700,0,1219,1219,01219001,01219010,28,LG DO AROUCHE,1,1571.21000000,472.760000000,REP00183,4,4,4,0.33
680,216749,83.0600000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,573,673,572,672,0,1219,1219,01219001,01219010,83,LG DO AROUCHE,1,1595.75000000,496.890000000,REP00209,4,4,4,0.33
681,216750,12.7600000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,397,409,396,410,0,1219,1219,01219001,01219010,12,LG DO AROUCHE,1,1565.52000000,467.650000000,REP00178,4,4,4,0.33
682,216751,81.1900000000,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,DO,AROUCHE,493,571,494,570,0,1219,1219,01219001,01219010,81,LG DO AROUCHE,0,1564.65000000,467.550000000,REP00177,4,4,4,0.33
683,216752,30.6200000000,0,SAO PAULO,REPUBLICA,CENTRO,,,,,SEM NOME,0,0,0,0,0,0,0,,,30,SEM NOME,1,1618.11000000,522.740000000,REP00224,5,5,5,0.40
684,216753,87.3100000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,1191,1263,1192,1262,0,1035,1036,01035100,01036100,87,AV SAO JOAO,1,1545.83000000,458.450000000,REP00171,5,5,5,0.50
685,216754,81.5600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,BR,DE,CAMPINAS,1,75,2,76,0,1201,1201,01201001,01201000,81,R BR DE CAMPINAS,0,1545.83000000,458.450000000,REP00172,5,5,5,0.50
686,216755,135.490000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,VIEIRA DE CARVALHO,75,209,76,210,0,1210,1210,01210010,01210010,135,AV VIEIRA DE CARVALHO,1,1346.85000000,248.530000000,REP00053,6,6,6,0.40
687,216756,112.860000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,VITORIA,1,109,2,110,0,1210,1210,01210001,01210000,112,R VITORIA,1,1461.54000000,379.030000000,REP00109,6,6,6,0.40
688,216757,88.1600000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,1101,1189,1102,1190,0,1035,1036,01035100,01036100,88,AV SAO JOAO,1,1461.54000000,382.360000000,REP00111,5,5,5,0.40
689,216758,56.8200000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,JULIO MESQUITA,129,191,130,190,0,1209,1209,01209010,01209010,56,PC JULIO MESQUITA,1,1454.23000000,382.360000000,REP00110,6,6,6,0.47
690,216759,79.9500000000,0,SAO PAULO,REPUBLICA,CENTRO,,AL,BR,DE,LIMEIRA,1,79,2,80,0,1202,1202,01202001,01202000,79,AL BR DE LIMEIRA,1,1454.23000000,393.820000000,REP00125,5,5,5,0.40
691,216760,73.1800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AURORA,731,803,730,802,0,1209,1209,01209001,01209000,73,R AURORA,1,1335.28000000,246.810000000,REP00051,5,5,5,0.40
692,216761,78.3000000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,DA,REPUBLICA,425,519,0,0,0,1045,0,01045001,,78,PC DA REPUBLICA,1,1270.55000000,174.340000000,REP00023,5,5,5,0.40
693,216762,64.8700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,JOAQUIM GUSTAVO,1,63,2,62,0,1045,1045,01045020,01045020,64,R JOAQUIM GUSTAVO,0,1270.59000000,192.290000000,REP00029,5,5,5,0.40
694,216763,109.220000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,REPUBLICA,0,0,212,312,0,0,1045,,01045000,109,PC REPUBLICA,1,1091.73000000,11.4800000000,REP00002,4,4,4,0.33
695,216764,70.8500000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,REPUBLICA,0,0,440,520,0,0,1045,,01045000,70,PC REPUBLICA,1,1200.19000000,136.890000000,REP00016,5,5,5,0.40
696,216765,81.9400000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,REPUBLICA,0,0,314,438,0,0,1045,,01045000,81,PC REPUBLICA,1,1118.73000000,100.030000000,REP00005,3,3,3,0.33
697,216766,100.650000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DOS,TIMBIRAS,1,89,2,90,0,1208,1208,01208010,01208010,100,R DOS TIMBIRAS,1,1199.05000000,136.890000000,REP00015,5,5,5,0.40
698,216767,142.350000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,953,1099,954,1100,0,1035,1036,01035100,01036100,142,AV SAO JOAO,1,1326.17000000,274.360000000,REP00062,7,7,7,0.48
699,216768,78.0200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AURORA,649,729,650,728,0,1209,1209,01209001,01209000,78,R AURORA,1,1326.17000000,250.730000000,REP00054,6,6,6,0.47
700,216769,77.4500000000,0,SAO PAULO,SANTA CECILIA,CAMPOS ELISEOS,,AV,DQ,DE,CAXIAS,199,287,0,0,0,1214,1214,01214100,01214100,77,AV DQ DE CAXIAS,1,1768.64000000,349.940000000,SCE00086,4,4,4,0.33
701,216770,135.280000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,SAO JOAO,1265,1409,1264,1408,0,1035,1036,01035100,01036100,135,AV SAO JOAO,1,1629.81000000,537.610000000,REP00238,6,6,6,0.40
702,216772,14.7900000000,0,SAO PAULO,SANTA CECILIA,CAMPOS ELISEOS,,R,BR,DE,CAMPINAS,205,217,204,216,0,1201,1201,01201001,01201000,14,R BR DE CAMPINAS,0,1753.83000000,409.830000000,SCE00105,5,5,5,0.40
703,216801,12.3900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ASDRUBAL DO NASCIMENTO,291,301,292,302,0,1316,1316,01316030,01316030,12,R ASDRUBAL DO NASCIMENTO,0,450.860000000,1078.14000000,REP00552,2,2,2,0.00
704,216802,728.280000000,0,SAO PAULO,SE,CENTRO,,AV,,,VINTE E TRES DE MAIO,1,749,0,0,0,1316,0,01316060,,728,AV VINTE E TRES DE MAIO,1,346.150000000,346.150000000,SEE00129,9,9,9,0.17
705,216803,13.6000000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,BRG,,LUIS ANTONIO,171,183,172,184,0,1317,1318,01317000,01318000,13,AV BRG LUIS ANTONIO,1,447.330000000,1062.73000000,REP00547,8,8,8,0.50
706,216804,15.4200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ASDRUBAL DO NASCIMENTO,281,289,280,290,0,1316,1316,01316030,01316030,15,R ASDRUBAL DO NASCIMENTO,0,447.330000000,1062.73000000,REP00548,7,7,7,0.52
707,216805,73.9000000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ASDRUBAL DO NASCIMENTO,203,279,202,278,0,1316,1316,01316030,01316030,73,R ASDRUBAL DO NASCIMENTO,1,434.190000000,989.260000000,REP00523,7,7,7,0.52
708,216806,35.9700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ASDRUBAL DO NASCIMENTO,303,337,304,336,0,1316,1316,01316030,01316030,35,R ASDRUBAL DO NASCIMENTO,0,453.690000000,1090.56000000,REP00557,2,2,2,0.00
709,216807,409.400000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,VINTE E TRES DE MAIO,0,0,296,688,0,0,1316,,01316060,409,AV VINTE E TRES DE MAIO,1,358.450000000,945.910000000,REP00508,8,8,8,0.11
710,216808,55.3400000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO ANTONIO,467,513,466,514,0,1314,1314,01314000,01314000,55,R SANTO ANTONIO,1,1137.32000000,950.960000000,REP00512,5,5,5,0.40
711,216809,57.0100000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,CNS,,RAMALHO,1,69,2,70,0,1325,1325,01325001,01325000,57,R CNS RAMALHO,0,1137.32000000,950.960000000,REP00513,4,4,4,0.33
712,216810,779.490000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,NOVE DE JULHO,159,935,0,0,0,1313,1312,01313000,01312000,779,AV NOVE DE JULHO,1,746.120000000,628.720000000,REP00326,8,8,8,0.07
713,216811,180.500000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO ANTONIO,287,465,288,464,0,1314,1314,01314000,01314000,180,R SANTO ANTONIO,1,966.160000000,835.460000000,REP00460,5,5,5,0.40
714,216812,89.1300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,MJ,,DIOGO,1,95,2,94,0,1324,1324,01324001,01324000,89,R MJ DIOGO,1,966.120000000,835.460000000,REP00459,5,5,5,0.40
715,216813,752.270000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,NOVE DE JULHO,0,0,202,850,0,0,1312,,01312000,752,AV NOVE DE JULHO,1,709.100000000,607.240000000,REP00307,9,9,9,0.11
716,216814,80.1100000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,MJ,,QUEDINHO,133,229,132,230,0,1050,1050,01050030,01050030,80,R MJ QUEDINHO,0,946.570000000,755.060000000,REP00399,4,4,4,0.50
717,216815,68.7700000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,MARTINS FONTES,233,315,232,314,0,1050,1050,01050000,01050000,68,R MARTINS FONTES,1,1098.75000000,708.380000000,REP00382,4,4,4,0.33
718,216816,191.170000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,MARTINS FONTES,73,231,72,230,0,1050,1050,01050000,01050000,191,R MARTINS FONTES,1,984.780000000,535.590000000,REP00236,4,4,4,0.33
719,216817,43.1100000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,43,R SEM NOME,0,982.140000000,495.400000000,REP00205,4,4,4,0.33
720,216818,148.270000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ABOLICAO,1,149,2,148,0,1319,1319,01319010,01319010,148,R ABOLICAO,0,863.230000000,845.080000000,REP00463,5,5,5,0.40
721,216819,83.6200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO ANTONIO,211,285,210,286,0,1314,1314,01314000,01314000,83,R SANTO ANTONIO,1,887.670000000,791.280000000,REP00427,5,5,5,0.40
722,216820,63.1500000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,GAL,,CRAVEIRO LOPES,67,149,68,150,0,1319,1319,01319070,01319070,63,PC GAL CRAVEIRO LOPES,0,863.230000000,791.280000000,REP00426,5,5,5,0.40
723,216821,67.8100000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,GAL,,CRAVEIRO LOPES,1,65,2,66,0,1319,1319,01319070,01319070,67,PC GAL CRAVEIRO LOPES,0,825.620000000,784.290000000,REP00421,5,5,5,0.40
724,216822,53.9200000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO ANTONIO,173,209,172,208,0,1314,1314,01314000,01314000,53,R SANTO ANTONIO,1,838.150000000,764.950000000,REP00407,5,5,5,0.40
725,216823,62.9300000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,JACAREI,1,61,2,60,0,1319,1319,01319040,01319040,62,R JACAREI,0,800.410000000,836.910000000,REP00462,5,5,5,0.40
726,216824,32.5800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,JAPURA,1,39,2,38,0,1319,1319,01319030,01319030,32,R JAPURA,0,779.000000000,810.770000000,REP00448,4,4,4,0.33
727,216825,24.5900000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,GAL,,CRAVEIRO LOPES,0,0,0,0,0,1319,1319,01319070,01319070,24,PC GAL CRAVEIRO LOPES,1,825.620000000,764.950000000,REP00406,5,5,5,0.40
728,216826,17.9400000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO ANTONIO,159,171,158,170,0,1314,1314,01314000,01314000,17,R SANTO ANTONIO,1,821.730000000,756.980000000,REP00401,6,6,6,0.40
729,216827,21.0300000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,GAL,,CRAVEIRO LOPES,0,0,0,0,0,1319,1319,01319070,01319070,21,PC GAL CRAVEIRO LOPES,1,807.970000000,756.980000000,REP00400,4,4,4,0.50
730,216828,55.0000000000,0,SAO PAULO,REPUBLICA,CENTRO,,VD,,,JACAREI,271,305,272,304,0,1319,1319,01319020,01319020,55,VD JACAREI,1,779.000000000,784.290000000,REP00420,4,4,4,0.33
731,216829,188.710000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO ANTONIO,1,157,2,156,0,1314,1314,01314000,01314000,188,R SANTO ANTONIO,1,656.870000000,690.320000000,REP00366,6,6,6,0.40
732,216830,225.930000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,MJ,,QUEDINHO,1,131,2,130,0,1050,1050,01050030,01050030,225,R MJ QUEDINHO,0,905.990000000,532.980000000,REP00234,6,6,6,0.27
733,216831,239.130000000,0,SAO PAULO,REPUBLICA,CENTRO,,VD,,,NOVE DE JULHO,1,236,0,0,0,1050,1050,01050060,01050060,239,VD NOVE DE JULHO,1,838.150000000,532.980000000,REP00233,8,8,8,0.25
734,216832,464.570000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ALVARO DE CARVALHO,85,523,84,522,0,1050,1050,01050070,01050070,464,R ALVARO DE CARVALHO,0,688.760000000,544.780000000,REP00245,8,8,8,0.18
735,216833,33.5500000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,DA,REPUBLICA,129,161,0,0,0,1045,0,01045001,,33,PC DA REPUBLICA,1,1275.47000000,262.380000000,REP00057,4,4,4,0.33
736,216834,26.3500000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,MJ,,SERTORIO,1,5,2,6,0,1222,1222,01222001,01222000,26,R MJ SERTORIO,1,1166.19000000,305.530000000,REP00076,6,6,6,0.40
737,216835,74.7600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,JOSE PAULO MANTOVAN FREIRE,29,93,30,92,0,1046,1046,01046030,01046030,74,R JOSE PAULO MANTOVAN FREIRE,0,1110.10000000,305.530000000,REP00075,5,5,5,0.50
738,216836,115.640000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,259,399,0,0,0,1046,0,01046010,,115,AV IPIRANGA,1,1150.68000000,209.450000000,REP00036,6,6,6,0.40
739,216837,95.7400000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,IPIRANGA,0,0,264,400,0,0,1046,,01046010,95,AV IPIRANGA,1,1133.88000000,209.800000000,REP00039,7,7,7,0.43
740,216838,17.6600000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,DA,REPUBLICA,637,639,636,640,0,1045,1045,01045001,01045000,17,PC DA REPUBLICA,1,1133.88000000,209.440000000,REP00035,7,7,7,0.48
741,216839,34.6100000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,34,R SEM NOME,1,1100.35000000,209.810000000,REP00040,6,6,6,0.53
742,216840,126.280000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,DA,REPUBLICA,1,127,0,0,0,1045,0,01045001,,126,PC DA REPUBLICA,1,1150.68000000,209.450000000,REP00037,5,5,5,0.40
743,216841,45.2700000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,45,R SEM NOME,1,1133.88000000,168.860000000,REP00020,8,8,8,0.50
744,216842,40.5900000000,0,SAO PAULO,REPUBLICA,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,40,R SEM NOME,1,1139.04000000,168.860000000,REP00021,7,7,7,0.48
745,216843,15.9000000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DA,CONSOLACAO,0,0,112,128,0,1302,1302,01302000,01302000,15,R DA CONSOLACAO,1,916.960000000,476.170000000,REP00187,7,7,7,0.48
